0.005,596.2
0.01,566.2
0.015,575.5
0.02,560.9
0.025,571.2
0.03,581.4
0.035,590.8
0.04,588.6
0.045,574.7
0.05,579.6
0.055,570.8
0.06,568.3
0.065,570.5
0.07,557.2
0.075,556.8
0.08,565.4
0.085,560.6
0.09,573.6
0.095,565.2
0.1,560.3
0.105,560.7
0.11,569.0
0.115,569.6
0.12,560.8
0.125,561.7
0.13,561.5
0.135,566.9
0.14,556.8
0.145,554.2
0.15,563.7
0.155,560.4
0.16,572.3
0.165,573.3
0.17,560.1
0.175,559.8
0.18,559.1
0.185,557.8
0.19,562.8
0.195,557.7
0.2,567.3
0.205,560.1
0.21,577.2
0.215,562.2
0.22,565.1
0.225,564.4
0.23,560.5
0.235,556.2
0.24,565.4
0.245,558.9
0.25,567.1
0.255,583.3
0.26,588.7
0.265,570.0
0.27,580.0
0.275,579.9
0.28,587.6
0.285,593.2
0.29,587.8
0.295,582.6
0.3,572.3
0.305,604.2
0.31,582.6
0.315,563.1
0.32,564.7
0.325,566.9
0.33,560.1
0.335,563.5
0.34,562.2
0.345,564.0
0.35,563.4
0.355,571.4
0.36,564.9
0.365,564.0
0.37,579.6
0.375,566.5
0.38,568.5
0.385,575.1
0.39,564.5
0.395,577.7
0.4,562.5
0.405,571.3
0.41,569.5
0.415,567.8
0.42,565.0
0.425,565.6
0.43,565.3
0.435,580.4
0.44,576.0
0.445,577.8
0.45,570.2
0.455,565.7
0.46,569.5
0.465,570.9
0.47,572.6
0.475,579.6
0.48,574.7
0.485,563.3
0.49,566.9
0.495,574.6
0.5,568.6
0.505,596.1
0.51,597.0
0.515,590.6
0.52,594.0
0.525,596.7
0.53,572.6
0.535,580.2
0.54,581.7
0.545,599.3
0.55,592.6
0.555,584.9
0.56,584.7
0.565,578.2
0.57,568.6
0.575,569.4
0.58,574.2
0.585,570.3
0.59,564.7
0.595,563.8
0.6,567.4
0.605,565.1
0.61,561.9
0.615,570.3
0.62,570.3
0.625,568.6
0.63,561.9
0.635,564.5
0.64,573.1
0.645,562.7
0.65,564.7
0.655,564.3
0.66,568.0
0.665,572.0
0.67,563.6
0.675,556.4
0.68,571.1
0.685,571.8
0.69,576.1
0.695,566.2
0.7,566.0
0.705,570.8
0.71,570.7
0.715,561.2
0.72,564.1
0.725,569.4
0.73,576.5
0.735,558.4
0.74,562.5
0.745,574.4
0.75,569.7
0.755,585.1
0.76,576.8
0.765,575.0
0.77,588.6
0.775,589.1
0.78,579.8
0.785,582.6
0.79,585.8
0.795,593.1
0.8,584.6
0.805,581.4
0.81,584.7
0.815,569.3
0.82,563.8
0.825,569.7
0.83,568.2
0.835,570.4
0.84,562.2
0.845,569.6
0.85,564.6
0.855,564.3
0.86,559.3
0.865,569.1
0.87,562.2
0.875,566.7
0.88,583.7
0.885,573.8
0.89,567.8
0.895,571.0
0.9,570.0
0.905,571.7
0.91,563.5
0.915,571.8
0.92,564.4
0.925,567.5
0.93,565.8
0.935,559.4
0.94,557.8
0.945,575.1
0.95,558.7
0.955,562.4
0.96,560.4
0.965,556.5
0.97,559.8
0.975,579.0
0.98,562.7
0.985,570.8
0.99,565.2
0.995,566.9
1.0,566.9
1.005,578.1
1.01,577.9
1.015,574.9
1.02,578.0
1.025,582.2
1.03,580.3
1.035,597.7
1.04,577.9
1.045,570.3
1.05,582.6
1.055,574.1
1.06,579.8
1.065,560.3
1.07,566.1
1.075,572.8
1.08,566.7
1.085,564.0
1.09,571.2
1.095,566.7
1.1,563.6
1.105,562.8
1.11,565.2
1.115,566.3
1.12,566.7
1.125,565.4
1.13,558.4
1.135,577.6
1.14,559.1
1.145,560.4
1.15,565.1
1.155,565.6
1.16,565.7
1.165,566.2
1.17,572.3
1.175,571.5
1.18,570.5
1.185,562.6
1.19,568.7
1.195,560.2
1.2,570.0
1.205,572.6
1.21,568.1
1.215,563.9
1.22,557.6
1.225,570.0
1.23,572.1
1.235,562.4
1.24,569.3
1.245,575.0
1.25,566.3
1.255,583.3
1.26,580.5
1.265,575.4
1.27,575.1
1.275,568.7
1.28,586.1
1.285,589.7
1.29,586.6
1.295,588.5
1.3,588.9
1.305,581.5
1.31,581.3
1.315,550.3
1.32,560.6
1.325,565.5
1.33,560.6
1.335,553.7
1.34,561.9
1.345,557.1
1.35,562.4
1.355,565.7
1.36,575.7
1.365,569.0
1.37,559.8
1.375,573.0
1.38,562.4
1.385,561.8
1.39,568.4
1.395,565.9
1.4,563.6
1.405,571.5
1.41,565.8
1.415,568.4
1.42,570.3
1.425,567.9
1.43,566.5
1.435,566.7
1.44,569.0
1.445,569.3
1.45,569.0
1.455,569.7
1.46,570.3
1.465,571.1
1.47,566.7
1.475,568.5
1.48,573.0
1.485,567.0
1.49,559.9
1.495,568.4
1.5,573.6
